carat,cut,color,clarity,depth,table,x,y,z,price,pred_m3,pred_final,desvio_pct
0.71,Very Good,I,SI1,60.0,56.0,5.86,5.83,3.51,2502,1904.73,2190.98,14.2
0.4,Very Good,F,VS1,63.1,56.0,4.68,4.7,2.96,895,1059.55,948.07,-5.6
0.32,Premium,H,SI1,61.9,58.0,4.38,4.34,2.7,576,489.77,598.01,-3.68
0.35,Ideal,E,VS1,61.9,56.0,4.51,4.53,2.8,829,896.65,850.32,-2.51
1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,5161,5643.48,5166.03,-0.1
0.92,Ideal,E,SI2,62.1,53.0,6.25,6.22,3.87,3941,3768.02,3929.53,0.29
1.54,Premium,E,SI2,59.9,60.0,7.49,7.38,4.46,8408,9719.49,8636.34,-2.64
0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,854,704.37,849.2,0.57
0.3,Premium,E,VS2,61.7,58.0,4.32,4.34,2.67,658,611.81,678.69,-3.05
0.36,Premium,F,SI1,61.5,58.0,4.54,4.6,2.81,600,714.17,610.06,-1.65
0.55,Ideal,E,SI1,60.6,56.0,5.3,5.33,3.22,1551,1688.68,1575.26,-1.54
0.49,Ideal,D,VS1,62.3,55.0,5.03,5.05,3.14,1934,1788.37,1917.72,0.85
0.57,Ideal,E,VS2,62.2,55.0,5.3,5.34,3.31,1698,2095.55,1838.71,-7.65
0.51,Ideal,D,VS2,61.0,57.0,5.15,5.18,3.15,1740,1798.89,1865.4,-6.72
1.23,Ideal,F,VVS2,63.0,55.0,6.89,6.79,4.31,10580,10535.26,11117.03,-4.83
0.7,Good,H,SI1,63.8,58.0,5.59,5.66,3.59,2066,2012.75,2114.11,-2.28
0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1004,1099.31,965.46,3.99
1.23,Very Good,J,VS2,62.8,59.0,6.75,6.82,4.26,4960,5395.0,5275.15,-5.97
0.32,Premium,I,VS1,62.0,58.0,4.4,4.37,2.72,648,539.96,620.32,4.46
0.4,Premium,F,VS1,62.4,59.0,4.69,4.67,2.92,1050,1083.12,1010.27,3.93
0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,597,577.85,590.02,1.18
0.3,Fair,F,SI1,64.6,56.0,4.27,4.25,2.75,599,440.92,593.14,0.99
2.06,Good,H,SI2,63.7,57.0,8.12,8.03,5.14,16512,13012.29,13632.6,21.12
1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,3391,3042.35,3524.61,-3.79
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517,651.45,555.08,-6.86
0.43,Ideal,F,SI1,62.5,56.0,4.84,4.82,3.02,975,1020.66,904.71,7.77
0.32,Ideal,D,VS2,60.5,56.0,4.48,4.45,2.7,972,747.89,940.0,3.4
0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720,594.27,692.17,4.02
0.38,Ideal,G,VVS2,61.9,55.6,4.64,4.67,2.88,929,1077.71,968.38,-4.07
0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,633,681.84,629.78,0.51
0.71,Premium,F,SI1,59.8,61.0,5.81,5.79,3.47,2633,2565.79,2435.25,8.12
0.71,Ideal,E,SI1,61.9,56.0,5.76,5.71,3.55,2404,2731.3,2770.77,-13.24
0.37,Ideal,F,VS1,61.0,55.0,4.66,4.69,2.85,703,956.51,857.67,-18.03
1.53,Very Good,F,SI1,62.0,56.0,7.39,7.47,4.61,11267,10654.56,11556.11,-2.5
0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,1754,1968.57,1793.08,-2.18
1.51,Ideal,I,SI1,59.4,61.0,7.52,7.46,4.45,8396,8246.59,9153.91,-8.28
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3205,3404.9,3200.27,0.15
0.34,Premium,E,SI2,59.9,59.0,4.55,4.57,2.73,477,565.3,536.34,-11.06
0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,2987,3125.22,3114.34,-4.09
1.16,Ideal,G,SI2,61.6,55.0,6.78,6.8,4.18,5078,5232.96,5271.29,-3.67
1.03,Premium,E,SI1,59.5,60.0,6.64,6.56,3.93,6091,5380.96,5351.9,13.81
0.4,Premium,E,VS2,62.5,58.0,4.65,4.73,2.93,912,1051.69,885.26,3.02
1.0,Ideal,E,I1,63.0,57.0,6.35,6.32,3.99,3360,2851.74,3146.13,6.8
0.27,Very Good,D,VVS1,62.3,54.0,4.18,4.21,2.61,721,683.47,647.68,11.32
0.7,Fair,D,SI2,65.6,55.0,5.59,5.5,3.64,2167,2028.48,1986.27,9.1
0.82,Ideal,F,SI1,61.1,56.0,6.06,6.08,3.71,3428,3441.81,3496.17,-1.95
0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17,1656,1598.83,1635.27,1.27
0.3,Very Good,F,VS2,62.7,58.0,4.25,4.3,2.68,605,575.02,578.99,4.49
1.2,Ideal,E,SI2,61.1,55.0,6.9,6.87,4.21,5494,6214.49,6292.38,-12.69
0.31,Ideal,H,SI1,61.8,54.0,4.35,4.4,2.7,441,471.84,440.52,0.11
0.7,Very Good,G,VS1,60.0,56.0,5.77,5.83,3.48,2741,2839.34,2769.28,-1.02
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5443,5369.5,5719.06,-4.83
0.92,Fair,H,VS1,56.0,60.0,6.53,6.51,3.65,3924,3872.58,4025.65,-2.53
0.41,Ideal,F,VVS2,61.9,55.0,4.79,4.78,2.96,1192,1331.07,1160.93,2.68
1.29,Ideal,J,VS1,62.0,57.0,6.92,6.98,4.31,5676,6613.6,6252.4,-9.22
0.8,Ideal,E,VS2,61.4,55.0,5.96,5.99,3.67,3192,3967.46,3811.47,-16.25
1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,7790,8078.42,8280.75,-5.93
0.71,Ideal,F,VVS1,61.1,54.0,5.84,5.78,3.55,4981,4005.8,4257.01,17.01
0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,1600,1608.21,1576.74,1.48
0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29,1679,1946.34,1716.79,-2.2
0.72,Ideal,F,VS2,62.6,56.0,5.75,5.72,3.59,2956,3125.87,2953.38,0.09
0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23,1847,1821.03,1704.1,8.39
0.52,Ideal,F,VS1,62.5,57.0,5.13,5.17,3.22,1588,1815.55,1834.17,-13.42
0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347,2372.15,2334.67,0.53
0.7,Good,G,VS1,64.3,57.0,5.59,5.64,3.61,2625,2731.71,2487.01,5.55
0.3,Premium,I,VVS2,61.0,60.0,4.36,4.3,2.64,675,548.45,680.23,-0.77
1.15,Ideal,I,VS2,61.7,57.0,6.72,6.74,4.15,5534,5729.15,5514.09,0.36
0.33,Premium,G,VS1,61.6,58.0,4.39,4.44,2.72,666,704.37,647.83,2.8
1.2,Very Good,G,SI1,62.9,57.0,6.73,6.79,4.25,5918,6299.39,6202.55,-4.59
1.02,Good,H,SI1,57.1,61.0,6.57,6.66,3.78,4093,4089.54,4378.63,-6.52
0.51,Very Good,H,VS1,62.3,56.0,5.1,5.13,3.18,1628,1433.21,1509.35,7.86
0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05,1433,1447.62,1471.98,-2.65
0.7,Very Good,F,VS2,63.6,57.0,5.61,5.65,3.58,2780,2835.34,2598.38,6.99
2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147,15087.47,15811.99,-4.21
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3856,3262.27,3773.7,2.18
0.9,Ideal,E,SI2,61.8,56.0,6.18,6.22,3.83,4770,3615.26,4133.14,15.41
1.4,Good,G,VVS2,63.4,59.0,7.04,7.12,4.49,11519,11557.11,11715.18,-1.67
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,755,928.92,807.48,-6.5
0.54,Ideal,E,VVS2,61.9,54.5,5.22,5.25,3.23,2479,2327.07,2325.71,6.59
0.26,Very Good,E,VVS2,61.5,58.0,4.08,4.12,2.52,597,562.03,586.42,1.8
0.9,Premium,E,SI1,62.4,57.0,6.19,6.14,3.85,3609,4173.71,4213.65,-14.35
0.34,Premium,G,VS2,60.3,59.0,4.53,4.49,2.72,765,695.1,755.9,1.2
0.87,Ideal,E,SI1,61.5,57.0,6.12,6.15,3.77,5112,4004.69,4265.82,19.84
0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435,446.57,440.9,-1.34
0.31,Premium,D,IF,60.2,59.0,4.39,4.42,2.65,1167,1001.79,1200.7,-2.81
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,4517,3463.54,3872.08,16.66
0.6,Ideal,D,VVS1,62.3,55.0,5.38,5.4,3.36,3850,3214.17,3662.49,5.12
0.5,Very Good,I,VS1,63.0,55.0,5.07,5.09,3.2,1242,1223.99,1297.06,-4.24
0.43,Very Good,H,SI1,60.2,57.0,4.91,4.93,2.96,716,835.72,798.97,-10.38
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2043,2377.57,2251.61,-9.26
0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,863,1035.49,876.48,-1.54
0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,1799,1711.43,1799.69,-0.04
0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,1956,2108.75,2037.05,-3.98
0.31,Ideal,G,IF,61.4,55.0,4.35,4.38,2.68,891,868.86,902.18,-1.24
0.9,Premium,E,SI2,60.8,60.0,6.21,6.25,3.79,3662,3534.83,3720.82,-1.58
0.31,Premium,G,VS1,62.8,58.0,4.3,4.27,2.69,802,626.14,812.44,-1.29
0.3,Very Good,G,VS2,63.5,55.0,4.25,4.22,2.69,675,537.19,627.92,7.5
0.9,Ideal,G,VVS2,61.9,56.0,6.22,6.15,3.83,5242,5465.49,5336.09,-1.76
0.47,Ideal,E,VS1,61.8,53.0,4.99,5.04,3.1,1721,1562.1,1518.33,13.35
1.09,Ideal,H,SI2,61.5,55.0,6.65,6.68,4.1,4212,4264.93,4768.98,-11.68
0.3,Premium,J,SI1,62.7,59.0,4.27,4.21,2.66,450,333.51,459.93,-2.16
0.32,Very Good,G,VVS1,61.9,58.0,4.36,4.39,2.71,842,798.11,772.5,9.0
1.14,Very Good,G,VS2,63.2,58.0,6.67,6.63,4.2,6803,6635.78,6570.76,3.53
0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12,1656,1635.21,1642.76,0.81
0.31,Premium,H,VS2,62.7,59.0,4.32,4.29,2.7,628,535.26,629.47,-0.23
1.09,Premium,H,VS1,60.2,61.0,6.7,6.66,4.02,5951,6123.58,5925.27,0.43
0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,876,781.04,808.62,8.33
1.02,Ideal,I,VS1,60.2,57.0,6.56,6.49,3.93,4798,4899.54,5150.74,-6.85
2.03,Good,G,SI2,62.7,65.0,8.17,7.92,5.06,13621,13813.08,13027.89,4.55
0.55,Ideal,F,SI2,61.4,55.0,5.27,5.29,3.24,1183,1374.09,1232.13,-3.99
1.66,Good,J,VS2,64.4,54.0,7.45,7.54,4.83,8496,9128.26,8620.33,-1.44
0.78,Very Good,F,VS1,61.7,55.0,5.89,5.94,3.65,3744,3726.23,3539.04,5.79
0.31,Premium,G,VS1,62.9,58.0,4.35,4.3,2.72,802,626.14,833.74,-3.81
1.63,Ideal,F,VS1,61.6,57.0,7.53,7.61,4.66,18179,15608.12,17409.69,4.42
0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863,914.88,807.34,6.89
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,645,678.88,659.03,-2.13
0.31,Ideal,H,VS2,62.1,55.0,4.34,4.36,2.7,513,547.44,520.95,-1.53
0.7,Premium,F,VS2,58.7,61.0,5.8,5.72,3.38,2842,2898.43,2409.8,17.94
1.7,Premium,G,VVS2,61.5,60.0,7.64,7.59,4.68,17228,17699.86,15911.57,8.27
2.2,Ideal,G,SI2,62.0,57.0,8.31,8.27,5.14,18168,17465.05,16156.71,12.45
0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,1114,1189.42,1207.17,-7.72
1.27,Ideal,H,SI1,61.5,55.0,6.97,6.95,4.28,6472,6715.19,6991.03,-7.42
1.11,Very Good,I,SI2,61.1,58.0,6.63,6.69,4.07,4202,3742.09,4224.1,-0.52
0.65,Fair,F,VS2,58.3,64.0,5.7,5.62,3.3,1881,2193.9,1951.8,-3.63
1.25,Ideal,E,I1,60.9,56.0,6.95,6.91,4.22,3276,4341.06,4911.76,-33.3
0.52,Ideal,H,VS2,61.6,55.0,5.19,5.24,3.21,1401,1449.94,1435.1,-2.38
0.33,Ideal,G,VVS1,61.1,56.0,4.47,4.5,2.74,838,884.22,876.1,-4.35
0.62,Very Good,I,VVS2,61.3,58.8,5.48,5.52,3.37,1615,2105.01,1845.44,-12.49
0.3,Ideal,F,VVS1,61.6,57.0,4.33,4.34,2.67,1041,790.99,875.84,18.86
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,687,886.72,711.96,-3.51
0.31,Ideal,G,VS2,59.1,57.0,4.45,4.48,2.64,544,597.41,576.68,-5.67
1.13,Premium,H,VS2,62.4,58.0,6.61,6.66,4.14,5779,6113.79,5879.63,-1.71
1.25,Ideal,H,SI1,62.2,54.0,6.93,6.88,4.3,7182,6517.44,6711.29,7.01
0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,648,581.17,669.71,-3.24
0.27,Ideal,F,IF,61.8,55.0,4.14,4.21,2.57,760,717.01,759.4,0.08
0.44,Ideal,G,VS1,61.9,54.0,4.89,4.93,3.04,915,1238.33,988.11,-7.4
0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575,537.44,558.33,2.99
0.72,Very Good,J,SI1,63.0,58.0,5.67,5.7,3.58,1989,1696.3,1748.41,13.76
0.41,Very Good,G,SI1,62.9,56.0,4.7,4.75,2.97,719,833.77,679.17,5.86
1.23,Very Good,F,VVS2,62.4,58.0,6.74,6.89,4.26,10835,10076.66,11359.23,-4.62
0.92,Ideal,G,SI1,62.6,56.0,6.21,6.19,3.88,4173,3993.33,4069.5,2.54
0.71,Very Good,G,VS1,59.3,55.0,5.88,5.95,3.51,2994,2916.2,3002.2,-0.27
0.41,Ideal,D,VS2,62.2,57.0,4.72,4.76,2.95,1007,1192.66,1020.8,-1.35
1.1,Ideal,G,SI1,61.6,56.0,6.62,6.65,4.08,6837,5590.73,5699.25,19.96
0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711,769.74,697.18,1.98
0.33,Premium,E,VS2,60.6,58.0,4.49,4.45,2.71,866,732.09,897.94,-3.56
0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03,941,825.01,832.94,12.97
0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,2563,2692.2,2511.7,2.04
0.61,Good,G,VS1,60.2,61.0,5.47,5.52,3.3,1785,2108.08,1939.29,-7.96
1.01,Premium,F,SI2,61.7,58.0,6.46,6.41,3.97,3846,4219.8,4270.75,-9.95
1.52,Premium,G,VS1,58.8,61.0,7.54,7.45,4.41,10640,12499.26,12626.63,-15.73
1.11,Ideal,F,VVS1,62.1,57.0,6.62,6.69,4.13,12956,9292.31,11581.24,11.87
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398,2163.9,2213.82,8.32
1.01,Very Good,G,VS1,60.9,60.0,6.47,6.43,3.93,6669,5662.95,6308.86,5.71
0.34,Very Good,H,VVS2,61.0,55.0,4.52,4.55,2.76,632,766.09,675.81,-6.48
1.09,Ideal,E,IF,60.1,58.0,6.68,6.72,4.03,15193,10331.18,14166.13,7.25
0.91,Very Good,I,SI1,62.8,57.0,6.09,6.18,3.85,3703,3039.45,3314.09,11.74
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,812,769.34,791.03,2.65
1.41,Very Good,G,VVS1,61.2,55.0,7.22,7.25,4.43,14936,13028.1,13985.83,6.79
0.31,Ideal,E,VVS1,61.7,56.0,4.38,4.41,2.71,890,875.71,910.72,-2.28
0.41,Good,J,VS1,63.2,59.0,4.67,4.7,2.96,621,702.96,615.44,0.9
0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,4663,4533.07,3778.29,23.42
0.31,Ideal,F,VVS1,61.8,56.0,4.34,4.36,2.69,897,841.37,880.25,1.9
0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,557,597.41,554.98,0.36
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3427,3869.0,4008.09,-14.5
1.14,Premium,I,SI1,59.1,58.0,6.83,6.81,4.03,4788,4749.36,4665.72,2.62
0.31,Ideal,H,VVS2,61.8,56.0,4.36,4.34,2.69,802,673.08,760.63,5.44
0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661,734.51,697.36,-5.21
1.03,Very Good,F,VS1,62.2,57.0,6.47,6.51,4.04,7233,6289.77,7247.1,-0.19
0.41,Premium,F,SI1,59.8,59.0,4.82,4.85,2.89,755,912.35,817.17,-7.61
1.01,Very Good,G,SI2,62.7,58.0,6.32,6.43,4.0,3796,3856.37,4239.18,-10.45
1.63,Very Good,H,VVS1,59.1,58.0,7.68,7.84,4.59,13211,15686.29,13992.22,-5.58
0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668,3530.59,3646.88,28.0
0.3,Good,H,VS1,63.3,57.0,4.22,4.25,2.68,526,507.67,516.87,1.77
1.62,Ideal,I,SI2,62.2,57.0,7.51,7.57,4.69,8220,7973.05,8041.19,2.22
0.7,Premium,D,SI2,61.9,58.0,5.71,5.67,3.52,2536,2330.83,2400.83,5.63
0.3,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66,844,611.81,712.02,18.54
0.31,Ideal,D,SI1,61.5,55.0,4.38,4.4,2.7,692,607.2,613.88,12.73
1.0,Premium,D,VVS2,61.6,60.0,6.41,6.36,3.93,10046,7684.63,9968.53,0.78
1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,4.53,9104,8597.91,8862.9,2.72
0.3,Ideal,G,VVS1,62.2,57.0,4.31,4.27,2.67,1013,738.95,947.54,6.91
0.72,Ideal,F,VS2,61.1,56.0,5.92,5.8,3.55,3226,3125.87,3177.44,1.53
0.32,Premium,F,VS2,60.8,58.0,4.44,4.41,2.69,828,663.78,821.1,0.84
1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702,8735.36,8044.76,-4.26
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2930,3076.3,3336.23,-12.18
0.27,Very Good,H,VVS2,61.2,58.0,4.16,4.2,2.56,445,496.32,505.91,-12.04
0.53,Ideal,F,SI1,61.6,54.0,5.23,5.25,3.23,1284,1513.13,1351.03,-4.96
0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,2690,2646.83,2549.16,5.52
0.43,Good,D,SI1,63.8,55.0,4.8,4.79,3.06,993,1034.7,844.39,17.6
1.52,Ideal,J,SI1,61.9,56.0,7.37,7.41,4.57,8131,7242.74,7722.68,5.29
0.71,Premium,H,VS1,59.1,61.0,5.87,5.83,3.46,2572,2731.75,2553.93,0.71
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10278,11185.7,9922.95,3.58
0.36,Ideal,G,VS1,60.6,57.0,4.58,4.62,2.79,761,848.65,764.06,-0.4
0.4,Ideal,E,VVS1,62.4,57.0,4.72,4.67,2.93,1397,1415.18,1362.25,2.55
0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16,1716,1720.59,1715.64,0.02
0.84,Very Good,D,SI1,62.9,58.0,5.93,6.02,3.76,3816,3794.98,3463.88,10.17
0.72,Very Good,F,VS1,63.3,58.0,5.66,5.71,3.6,3219,3204.88,3033.76,6.11
0.73,Ideal,E,SI2,60.9,57.0,5.8,5.83,3.54,2559,2437.43,2479.08,3.22
0.41,Premium,D,SI1,61.4,58.0,4.76,4.78,2.93,791,1005.09,875.1,-9.61
1.2,Very Good,H,SI1,63.3,56.0,6.75,6.72,4.26,4637,5772.5,5468.91,-15.21
0.33,Premium,E,SI1,62.2,59.0,4.43,4.41,2.75,743,630.99,699.85,6.17
0.54,Ideal,E,VS2,61.6,56.0,5.24,5.28,3.24,1774,1892.7,1756.97,0.97
0.37,Ideal,E,VS2,62.0,57.0,4.6,4.63,2.86,811,928.75,831.56,-2.47
1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,4586,4800.66,4812.11,-4.7
1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,14429,14562.38,14388.2,0.28
0.31,Ideal,D,VS2,62.2,56.0,4.32,4.33,2.69,734,704.49,783.11,-6.27
0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,1400,1493.0,1330.4,5.23
0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447,486.66,448.42,-0.32
0.73,Fair,F,I1,66.9,54.0,5.62,5.54,3.74,1158,1289.0,1008.03,14.88
0.7,Ideal,H,VS1,61.7,55.0,5.69,5.72,3.52,3004,2720.27,2698.02,11.34
0.51,Ideal,D,SI2,61.1,56.0,5.16,5.18,3.16,1264,1313.13,1297.99,-2.62
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3142,3367.13,3083.64,1.89
1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,7976,7348.78,7356.38,8.42
2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,17805,14207.49,14105.14,26.23
1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242,3612.45,3860.72,9.88
0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,477,522.84,509.85,-6.44
0.4,Very Good,D,VS2,62.4,60.0,4.66,4.67,2.91,845,1088.92,912.97,-7.44
0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628,1433.21,1555.27,4.68
1.35,Premium,G,VS2,61.1,58.0,7.16,7.12,4.36,9580,9326.53,9215.18,3.96
0.41,Good,H,SI1,63.3,56.0,4.71,4.74,2.99,683,735.07,647.95,5.41
0.92,Premium,D,SI1,62.3,58.0,6.27,6.21,3.89,4274,4604.31,4683.3,-8.74
0.33,Premium,H,VS2,62.0,59.0,4.44,4.4,2.74,668,602.14,686.1,-2.64
1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,5410,5269.49,5075.1,6.6
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,4891,4981.98,4912.83,-0.44
0.63,Ideal,G,VS2,60.9,56.0,5.57,5.6,3.4,2357,2270.98,2055.02,14.69
1.34,Very Good,D,SI2,62.3,59.0,6.99,7.03,4.37,7230,7744.38,6847.61,5.58
0.7,Premium,D,VS1,62.5,59.0,5.69,5.64,3.54,3365,3422.75,3129.26,7.53
1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,6153,6087.51,5812.23,5.86
0.31,Very Good,E,SI1,63.4,55.0,4.29,4.26,2.71,651,548.7,668.19,-2.57
0.31,Ideal,E,VS2,61.7,56.0,4.35,4.31,2.67,872,665.59,862.44,1.11
1.03,Premium,I,SI1,62.0,58.0,6.43,6.47,4.0,4248,3923.32,4262.52,-0.34
2.01,Ideal,F,SI2,62.2,56.0,8.05,8.08,5.02,17078,15771.03,16230.79,5.22
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,447,463.01,461.96,-3.24
2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,18741,16639.11,16893.64,10.94
0.54,Ideal,G,IF,61.5,55.0,5.24,5.3,3.23,2289,2470.72,2302.14,-0.57
0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652,2758.04,2569.75,3.2
0.31,Ideal,E,VS1,60.4,57.0,4.37,4.4,2.65,734,713.47,719.09,2.07
0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23,1113,1072.66,1109.14,0.35
0.3,Ideal,G,VS1,61.5,56.0,4.28,4.34,2.65,605,602.04,573.26,5.54
1.71,Ideal,G,VVS2,62.1,55.0,7.63,7.66,4.75,18599,18303.63,17926.42,3.75
0.57,Ideal,E,SI1,61.9,57.0,5.35,5.31,3.3,2257,1806.16,1608.05,40.36
0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,646,718.27,586.32,10.18
2.03,Very Good,J,SI2,61.7,61.0,8.04,8.18,5.0,11968,10116.5,12585.83,-4.91
1.0,Good,F,SI2,56.7,60.0,6.62,6.58,3.74,3858,3897.76,3760.27,2.6
0.61,Ideal,H,IF,62.0,54.4,5.44,5.47,3.38,2438,2848.21,2403.08,1.45
1.7,Very Good,G,VS2,61.6,58.0,7.63,7.67,4.71,16086,14082.67,14906.71,7.91
1.02,Fair,F,VVS2,64.8,58.0,6.22,6.28,4.05,6863,6301.35,7331.22,-6.39
0.39,Premium,J,VVS1,62.5,58.0,4.67,4.61,2.9,921,834.38,859.41,7.17
0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,555,527.18,494.92,12.14
0.58,Ideal,G,SI1,61.5,56.0,5.35,5.38,3.3,1690,1675.12,1467.55,15.16
0.38,Ideal,G,VVS2,62.3,53.6,4.65,4.67,2.9,929,1077.71,947.81,-1.98
0.3,Very Good,G,VVS2,63.1,56.0,4.23,4.2,2.66,878,660.47,697.45,25.89
1.13,Very Good,F,SI1,61.2,59.0,6.72,6.75,4.12,5017,6021.45,5869.92,-14.53
1.1,Ideal,G,SI1,62.2,56.6,6.56,6.6,4.09,5868,5590.73,5400.15,8.66
0.59,Ideal,D,SI1,62.5,55.0,5.35,5.4,3.36,1820,2039.98,1816.81,0.18
0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96,1106,1322.46,1080.31,2.38
0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786,1726.66,1607.42,11.11
0.46,Premium,G,VS1,62.8,57.0,4.92,4.83,3.06,1087,1316.49,1175.48,-7.53
0.39,Premium,D,VVS2,63.0,57.0,4.69,4.65,2.94,1290,1304.9,1331.33,-3.1
1.15,Ideal,F,SI2,60.6,58.0,6.75,6.79,4.1,5635,5510.9,5252.05,7.29
1.3,Ideal,G,VVS2,62.0,57.0,6.96,7.03,4.34,11073,10923.32,11407.87,-2.94
0.5,Premium,E,SI2,60.3,60.0,5.11,5.07,3.07,1286,1168.63,1058.24,21.52
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1776,1518.62,1286.38,38.06
0.52,Premium,E,VVS2,60.1,58.0,5.23,5.18,3.13,2970,2119.21,2263.22,31.23
0.33,Ideal,F,VS2,61.9,55.0,4.46,4.43,2.75,854,719.38,842.55,1.36
0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93,1200,1193.22,1140.89,5.18
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,775,874.06,778.5,-0.45
0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784,1945.42,1974.06,-9.63
0.91,Good,G,SI1,64.3,60.0,6.12,6.04,3.91,3286,3599.87,3499.59,-6.1
0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,2474,2191.99,2395.99,3.26
0.3,Premium,D,VS2,60.6,58.0,4.36,4.32,2.63,911,647.57,879.13,3.63
0.31,Ideal,E,VS2,62.5,54.0,4.33,4.37,2.72,720,665.59,675.58,6.58
